"id_prod","PUNTO DE VENTA","TIPO PRODUCTO","MARCA","MODELO","COLOR","TECNOLOGIA","MEMORIA INTERNA","MEMORIA RAM","TECNOLOGIA SIM","TIPO PROCESADOR","DETALLE TECNICO","DISPOSITIVO DESTINO","TIPO ACCESORIO","MATERIA","VOLTAJE","TIPO CONEXION","RUTA CAPTURA","d_extension_captura","v_peso_captura","d_dimension_captura"
"66","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A37","AWESOME CHARCOAL","5G","256 GB","8 GB","One SIM","Samsung Exynos 1480 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806099053734_K-20260826125136.jpg","jpg","56514.0000","width: 689 x height: 821"
"80","CHOSICA","Equipo Celular","XIAOMI","REDMI 15","NEGRO","5G","256 GB","8 GB + 8 GB","One SIM","Qualcomm Snapdragon 685 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554445065_K-20260826142232.jpg","jpg","67587.0000","width: 679 x height: 792"
"82","CIENEGUILLA","Equipo Celular","XIAOMI","REDMI 15","NEGRO","5G","256 GB","8 GB","One SIM","Qualcomm Snapdragon 685 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554445027_K-20260826145108.jpg","jpg","67529.0000","width: 678 x height: 796"
"27","CHOSICA","Equipo Celular","HONOR","X5D","NEGRO MEDIANOCHE","4G LTE","256 GB","4 GB","One SIM","MediaTek Helio G81 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70072419_K-20260825224534.jpg","jpg","36695.0000","width: 496 x height: 555"
"27","LURIN","Equipo Celular","HONOR","X5D","NEGRO MEDIANOCHE","4G LTE","256 GB","4 GB","One SIM","MediaTek Helio G81 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70072419_K-20260825224534.jpg","jpg","36695.0000","width: 496 x height: 555"
"27","CHOSICA","Equipo Celular","HONOR","X5D","NEGRO MEDIANOCHE","4G LTE","256 GB","4 GB","One SIM","MediaTek Helio G81 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70072419_K-20260825224534.jpg","jpg","36695.0000","width: 496 x height: 555"
"87","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15","AZUL","5G","256 GB","8 GB","One SIM","Qualcomm Snapdragon 6 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70069567_K-20260826154143.jpg","jpg","73803.0000","width: 732 x height: 865"
"80","CHOSICA","Equipo Celular","XIAOMI","REDMI 15","NEGRO","5G","256 GB","8 GB + 8 GB","One SIM","Qualcomm Snapdragon 685 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554445065_K-20260826142232.jpg","jpg","67587.0000","width: 679 x height: 792"
"81","LURIN","Equipo Celular","XIAOMI","REDMI 15","GRIS","5G","256 GB","8 GB","One SIM","Qualcomm Snapdragon 685 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554449681_K-20260826144614.jpg","jpg","69603.0000","width: 656 x height: 759"
"27","CHOSICA","Equipo Celular","HONOR","X5D","NEGRO MEDIANOCHE","4G LTE","256 GB","4 GB","One SIM","MediaTek Helio G81 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70072419_K-20260825224534.jpg","jpg","36695.0000","width: 496 x height: 555"
"27","CHOSICA","Equipo Celular","HONOR","X5D","NEGRO MEDIANOCHE","4G LTE","256 GB","4 GB","One SIM","MediaTek Helio G81 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70072419_K-20260825224534.jpg","jpg","36695.0000","width: 496 x height: 555"
"81","CIENEGUILLA","Equipo Celular","XIAOMI","REDMI 15","GRIS","5G","256 GB","8 GB","One SIM","Qualcomm Snapdragon 685 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554449681_K-20260826144614.jpg","jpg","69603.0000","width: 656 x height: 759"
"85","CHOSICA","Equipo Celular","XIAOMI","REDMI A7 PRO","NEGRO","4G LTE","128 GB","4 GB","Dual SIM","Unisoc T7250 Octa-Core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554493493_K-20260826150611.jpg","jpg","92990.0000","width: 760 x height: 862"
"85","CHOSICA","Equipo Celular","XIAOMI","REDMI A7 PRO","NEGRO","4G LTE","128 GB","4 GB","Dual SIM","Unisoc T7250 Octa-Core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554493493_K-20260826150611.jpg","jpg","92990.0000","width: 760 x height: 862"
"85","CHOSICA","Equipo Celular","XIAOMI","REDMI A7 PRO","NEGRO","4G LTE","128 GB","4 GB","Dual SIM","Unisoc T7250 Octa-Core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554493493_K-20260826150611.jpg","jpg","92990.0000","width: 760 x height: 862"
"85","CHOSICA","Equipo Celular","XIAOMI","REDMI A7 PRO","NEGRO","4G LTE","128 GB","4 GB","Dual SIM","Unisoc T7250 Octa-Core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554493493_K-20260826150611.jpg","jpg","92990.0000","width: 760 x height: 862"
"85","CHOSICA","Equipo Celular","XIAOMI","REDMI A7 PRO","NEGRO","4G LTE","128 GB","4 GB","Dual SIM","Unisoc T7250 Octa-Core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554493493_K-20260826150611.jpg","jpg","92990.0000","width: 760 x height: 862"
"102","CHOSICA","Equipo Celular","XIAOMI","15T PRO","PZ","5G","512 GB","12 GB","Dual SIM","MediaTek Dimensity 9400+","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554448264_K-20260827101040.jpg","jpg","103015.0000","width: 714 x height: 871"
"108","CHOSICA","Equipo Celular","XIAOMI","15T PRO","MOCA","5G","512 GB","12 GB","Dual SIM","MediaTek Dimensity 9400+","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554447649_K-20260831161338.jpg","jpg","110444.0000","width: 780 x height: 932"
"107","CHOSICA","Equipo Celular","XIAOMI","15T","NEGRO","5G","512 GB","12 GB","Dual SIM","MediaTek Dimensity 8400-Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554449001_K-20260831155841.jpg","jpg","61032.0000","width: 779 x height: 929"
"106","CHOSICA","Equipo Celular","HONOR","600","DORADO PLATINO","5G","512 GB","8 GB","Dual SIM","Qualcomm Snapdragon 7","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6942785101685_K-20260831153130.jpg","jpg","69988.0000","width: 659 x height: 903"
"105","CHOSICA","Equipo Celular","HONOR","400 LITE","NEGRO NOCTURNO","5G","256 GB","8 GB","Dual SIM","MediaTek Dimensity 7025-Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6936520866151_K-20260831151104.jpg","jpg","64510.0000","width: 768 x height: 921"
"97","CIENEGUILLA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","CIENEGUILLA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","CHOSICA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","CHOSICA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","CHOSICA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","CHOSICA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","CHOSICA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"63","CIENEGUILLA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CIENEGUILLA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CIENEGUILLA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"90","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO+","MOCA","5G","512 GB","12 GB","Dual SIM","Qualcomm Snapdragon 7s Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554490386_K-20260826155625.jpg","jpg","168371.0000","width: 772 x height: 884"
"90","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO+","MOCA","5G","512 GB","12 GB","Dual SIM","Qualcomm Snapdragon 7s Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554490386_K-20260826155625.jpg","jpg","168371.0000","width: 772 x height: 884"
"93","CIENEGUILLA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO","TT TITANIO","5G","512 GB","8 GB","Dual SIM","MediaTek Dimensity 7400-Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554478629_K-20260826160827.jpg","jpg","75894.0000","width: 729 x height: 871"
"93","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO","TT TITANIO","5G","512 GB","8 GB","Dual SIM","MediaTek Dimensity 7400-Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554478629_K-20260826160827.jpg","jpg","75894.0000","width: 729 x height: 871"
"93","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO","TT TITANIO","5G","512 GB","8 GB","Dual SIM","MediaTek Dimensity 7400-Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554478629_K-20260826160827.jpg","jpg","75894.0000","width: 729 x height: 871"
"97","CHOSICA","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","LURIN","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"97","LURIN","Equipo Celular","ZTE","BLADE A36","NEGRO","5G","64 GB","4 GB","Dual SIM","Unisoc T7200 Octa-core","batería 5000 mAh, Carga 10 W","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6902176147166_K-20260826162402.jpg","jpg","62404.0000","width: 642 x height: 757"
"64","LURIN","Equipo Celular","SAMSUNG","GALAXY A27","BLACK","5G","256 GB","8 GB","Dual SIM","Qualcomm Snapdragon 6 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806099360900_K-20260826112110.jpg","jpg","98423.0000","width: 517 x height: 764"
"63","LURIN","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","LURIN","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"63","CHOSICA","Equipo Celular","SAMSUNG","GALAXY A17","NEGRO","5G","128 GB","4 GB","Dual SIM","Samsung Exynos 1330","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-8806097892328_K-20260826111406.jpg","jpg","65433.0000","width: 720 x height: 862"
"89","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15","NEGRO","5G","256 GB","8 GB","Dual SIM","Qualcomm Snapdragon 6 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70069566_K-20260826155152.jpg","jpg","82818.0000","width: 732 x height: 860"
"28","LURIN","Equipo Celular","HONOR","X6C","BLANCO LUNAR ","4G","256 GB","6 GB","Dual SIM","MediaTek Helio G81 Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70065949_K-20260825224912.jpg","jpg","50270.0000","width: 660 x height: 798"
"28","CIENEGUILLA","Equipo Celular","HONOR","X6C","BLANCO LUNAR ","4G","256 GB","6 GB","Dual SIM","MediaTek Helio G81 Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70065949_K-20260825224912.jpg","jpg","50270.0000","width: 660 x height: 798"
"28","CIENEGUILLA","Equipo Celular","HONOR","X6C","BLANCO LUNAR ","4G","256 GB","6 GB","Dual SIM","MediaTek Helio G81 Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70065949_K-20260825224912.jpg","jpg","50270.0000","width: 660 x height: 798"
"28","CHOSICA","Equipo Celular","HONOR","X6C","BLANCO LUNAR ","4G","256 GB","6 GB","Dual SIM","MediaTek Helio G81 Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70065949_K-20260825224912.jpg","jpg","50270.0000","width: 660 x height: 798"
"84","LURIN","Equipo Celular","XIAOMI","REDMI 15C","NEGRO","4G LTE","256 GB","4 GB","Dual SIM","MediaTek Helio G81 Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70066086_K-20260826150222.jpg","jpg","86716.0000","width: 619 x height: 842"
"84","LURIN","Equipo Celular","XIAOMI","REDMI 15C","NEGRO","4G LTE","256 GB","4 GB","Dual SIM","MediaTek Helio G81 Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70066086_K-20260826150222.jpg","jpg","86716.0000","width: 619 x height: 842"
"85","CHOSICA","Equipo Celular","XIAOMI","REDMI A7 PRO","NEGRO","4G LTE","128 GB","4 GB","Dual SIM","Unisoc T7250 Octa-Core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554493493_K-20260826150611.jpg","jpg","92990.0000","width: 760 x height: 862"
"85","CHOSICA","Equipo Celular","XIAOMI","REDMI A7 PRO","NEGRO","4G LTE","128 GB","4 GB","Dual SIM","Unisoc T7250 Octa-Core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554493493_K-20260826150611.jpg","jpg","92990.0000","width: 760 x height: 862"
"104","CHOSICA","Equipo Celular","XIAOMI","REDMI 15C","AZUL","4G","256 GB","8 GB","Dual SIM","MediaTek Helio G81 Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-70065936_K-20260827144509.jpg","jpg","85624.0000","width: 659 x height: 866"
"92","CIENEGUILLA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO","TT TITANIO","5G","512 GB","12 GB","Dual SIM","MediaTek Dimensity 7400-Ultra Octa-core","eSIM","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554485153_K-20260826160639.jpg","jpg","75894.0000","width: 729 x height: 871"
"92","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO","TT TITANIO","5G","512 GB","12 GB","Dual SIM","MediaTek Dimensity 7400-Ultra Octa-core","eSIM","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554485153_K-20260826160639.jpg","jpg","75894.0000","width: 729 x height: 871"
"91","CHOSICA","Equipo Celular","XIAOMI","REDMI NOTE 15 PRO","NEGRO","5G","512 GB","12 GB","Dual SIM","MediaTek Dimensity 7400-Ultra Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554478445_K-20260826160040.jpg","jpg","104764.0000","width: 879 x height: 880"
"88","LURIN","Equipo Celular","XIAOMI","REDMI NOTE 15","NEGRO","5G","256 GB","8 GB","Dual SIM","Qualcomm Snapdragon 6 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554469375_K-20260826154933.jpg","jpg","82818.0000","width: 732 x height: 860"
"88","CIENEGUILLA","Equipo Celular","XIAOMI","REDMI NOTE 15","NEGRO","5G","256 GB","8 GB","Dual SIM","Qualcomm Snapdragon 6 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554469375_K-20260826154933.jpg","jpg","82818.0000","width: 732 x height: 860"
"88","CIENEGUILLA","Equipo Celular","XIAOMI","REDMI NOTE 15","NEGRO","5G","256 GB","8 GB","Dual SIM","Qualcomm Snapdragon 6 Octa-core","\N","\N","\N","\N","\N","Tipo C","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-6932554469375_K-20260826154933.jpg","jpg","82818.0000","width: 732 x height: 860"
"73","CHOSICA","Equipo Celular","UNONU","BOX 2G QUAD-BAND","BLACK","2G","32 MB","32 MB","Dual SIM","\N","RADIO FM, BATERIA 800 mAh, BLUETOOTH","\N","\N","\N","\N","Micro USB","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-810039955789_K-20260826134304.jpg","jpg","55435.0000","width: 477 x height: 695"
"48","CHOSICA","Equipo Celular","NOKIA","105 HMD","BLUE","2G","4 MB","4 MB","Dual SIM","\N","REPRODUCTOR MP3 y MP4, RADIO FM INALAMBRICA, BATERIA 1000 mAh, LINTERNA","\N","\N","\N","\N","Micro USB","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-NOKIA105HMDBLUE_K-20260826094040.jpg","jpg","84419.0000","width: 652 x height: 861"
"76","CHOSICA","Equipo Celular","UNONU","SPEED 2G QUAD-BAND","BLACK","2G","32 MB","32 MB","Dual SIM","\N","BLUETOOTH, RADIO FM, BATERIA 1800 mAh","\N","\N","\N","\N","Micro USB","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-810039955796_K-20260826140057.jpg","jpg","63411.0000","width: 594 x height: 867"
"76","CHOSICA","Equipo Celular","UNONU","SPEED 2G QUAD-BAND","BLACK","2G","32 MB","32 MB","Dual SIM","\N","BLUETOOTH, RADIO FM, BATERIA 1800 mAh","\N","\N","\N","\N","Micro USB","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-810039955796_K-20260826140057.jpg","jpg","63411.0000","width: 594 x height: 867"
"73","CHOSICA","Equipo Celular","UNONU","BOX 2G QUAD-BAND","BLACK","2G","32 MB","32 MB","Dual SIM","\N","RADIO FM, BATERIA 800 mAh, BLUETOOTH","\N","\N","\N","\N","Micro USB","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-810039955789_K-20260826134304.jpg","jpg","55435.0000","width: 477 x height: 695"
"76","CHOSICA","Equipo Celular","UNONU","SPEED 2G QUAD-BAND","BLACK","2G","32 MB","32 MB","Dual SIM","\N","BLUETOOTH, RADIO FM, BATERIA 1800 mAh","\N","\N","\N","\N","Micro USB","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-810039955796_K-20260826140057.jpg","jpg","63411.0000","width: 594 x height: 867"
"58","\N","Router IFI","HUAWEI","B612-533","BLANCO","\N","\N","\N","One SIM","\N","4G LTE Cat6, Banda 2.4 GHz, 4 puertos LAN/WAN Gigabit, 1 puerto RJ11, Soporta 32 conectados, Menor a 12 W","\N","\N","\N","\N","Corriente Alterna","https://expansiontecmye.pe/daavif/assets/equipos/router_ifi/IFI_CODE-IFI_K-20260826105149.jpg","jpg","25016.0000","width: 696 x height: 856"
"99","\N","Router OLO","ZTE","MF937","BLANCO","\N","\N","\N","One SIM","\N","batería recargable 2000 mAh, Soporta 10 a 16 dispositivos conectados","\N","\N","\N","\N","Corriente Alterna","https://expansiontecmye.pe/daavif/assets/equipos/router_olo/OLO_CODE-6902176117671_K-20260826163256.jpg","jpg","22996.0000","width: 789 x height: 521"
"75","CHOSICA","Equipo Celular","UNONU","QUEST 2G QUAD-BAND","BLUE","2G","32 MB","32 MB","Dual SIM","\N","\N","\N","\N","\N","\N","\N","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-810039955765_K-20260826135708.jpg","jpg","53988.0000","width: 468 x height: 688"
"75","CHOSICA","Equipo Celular","UNONU","QUEST 2G QUAD-BAND","BLUE","2G","32 MB","32 MB","Dual SIM","\N","\N","\N","\N","\N","\N","\N","https://expansiontecmye.pe/daavif/assets/equipos/celular/CEL_CODE-810039955765_K-20260826135708.jpg","jpg","53988.0000","width: 468 x height: 688"
